product_id,product_name,brand_id,brand_name,loves_count,rating,reviews,size,variation_type,variation_value,variation_desc,ingredients,price_usd,value_price_usd,sale_price_usd,limited_edition,new,online_only,out_of_stock,sephora_exclusive,highlights,primary_category,secondary_category,tertiary_category,child_count,child_max_price,child_min_price,hype_label
P460438,Aperitivo In Terrazza Diffuser,5847,Acqua di Parma,423,5.0,1.0,180 mL,,,,,112.0,,,0,0,1,0,0,,Fragrance,Candles & Home Scents,Diffusers,0,,,underrated
P454825,Wild Geranium,7054,AERIN,3059,4.6667,24.0,1.7 oz/ 50 mL,Size + Concentration + Formulation,1.7 oz/ 50 mL,,"['Alcohol Denat., Fragrance (Parfum), Water\\Aqua\\Eau, Benzyl Salicylate, Limonene, Hydroxycitronellal, Geraniol, Linalool, Citronellol, Farnesol, Cinnamyl Alcohol, Citral, Benzyl Alcohol, Benzyl Benzoate, Isoeugenol, Butyl Methoxydibenzoylmethane, Ethylhexyl Methoxycinnamate, Ethylhexyl Salicylate, Tocopherol, Bht, Dilauryl Thiodipropionate.']",145.0,,,0,0,1,0,0,"['Layerable Scent', 'Fresh Scent']",Fragrance,Women,Perfume,2,200.0,35.0,underrated
P439055,GENIUS Sleeping Collagen Moisturizer,6018,Algenist,33910,4.5413,1321.0,2 oz/ 60 mL,Size,2 oz/ 60 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Ethylhexyl Palmitate, Oryza Sativa (Rice) Bran Extract, Caprylic/Capric Triglyceride, Glycerin, Cetearyl Methicone, Dimethicone, Cetearyl Alcohol, Pyrus Malus (Apple) Fruit Extract, Chlorella Protothecoides Oil, Polysorbate 60, Glyceryl Glucoside , Polyglyceryl-2 Stearate, Parachlorella Beijerinckii Exopolysaccharides, Collagen Amino Acids (Vegan)*, Ceramide NP, Silybum Marianum Fruit Extract, Helianthus Annuus (Sunflower) Extract, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol, Carnosine, Sodium Stearoyl Glutamate, Caprylyl Glycol, Ammonium Acryloyldimethyltaurate/VP Copolymer, Ethylhexylglycerin, Hexylene Glycol, Citric Acid, Lecithin, Sodium Hydroxide, Sodium Phytate, t-Butyl Alcohol, Leuconostoc/Radish Root Ferment Filtrate, Phenoxyethanol, Triethyl Citrate, Vanillin, Amyl Salicylate, Benzyl Acetate, Cedrus Atlantica Bark Oil, Phenethyl Alcohol, Ionone, Linalool.']",98.0,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']",Skincare,Moisturizers,Moisturizers,0,,,worth_it
P421277,GENIUS Liquid Collagen Serum,6018,Algenist,67870,4.0259,1159.0,1 oz  / 30 mL,Size,1 oz  / 30 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Flower Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Caprylic/Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance (Parfum), Limonene, Beta-Carotene (CI 40800).']",115.0,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Collagen', 'Hypoallergenic', 'Without Parabens', 'Best for Dry, Combo, Normal Skin']",Skincare,Treatments,Face Serums,1,25.0,25.0,overrated
P432045,GENIUS Liquid Collagen Lip Treatment,6018,Algenist,44448,3.8721,649.0,.5 oz / 15 mL,Size,.5 oz / 15 mL,,"['Collagen (Vegan)*, Water (Aqua, Eau), Glycerin, Isononyl Isononanoate, Limnanthes Alba (Meadowfoam) Seed Oil, Dextrin Palmitate, Pentylene Glycol, Diglycerin, Propanediol, Menthoxypropanediol, Collagen Amino Acids (Vegan)*, Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Acmella Oleracea Extract, Brassica Alba Sprout Extract, Helianthus Annuus (Sunflower) Seed Oil, Hydroxymethoxyphenyl Propylmethylmethoxybenzofuran, Adenosine, Tocopherol, Leuconostoc/Radish Root Ferment Filtrate, Methyl Gluceth-20, Carbomer, Palmitic Acid, Sodium Hydroxide, Disodium EDTA, Amodimethicone, Butyl Methoxydibenzoylmethane, Homosalate, Octocrylene, Sorbic Acid, Sodium Benzoate, Potassium Sorbate, Phenoxyethanol, Stevia Rebaudiana Extract, Aroma, Benzyl Benzoate, Beta-Carotene (CI 40800).']",29.0,,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Plumping', 'Collagen', 'Hypoallergenic', 'Best for Dry, Combo, Normal Skin']",Skincare,Lip Balms & Treatments,,0,,,overrated
P500716,10 Day Results Kit,6018,Algenist,3206,4.8023,258.0,,,,,"['GENIUS Liquid Collagen:', 'Collagen (Vegan), Water (Aqua, Eau), Propanediol, Isononyl Isononanoate, Butylene Glycol, Glycerin, Betaine, Pentylene Glycol, Dextrin Palmitate, Collagen Amino Acids (Vegan), Parachlorella Beijerinckii Exopolysaccharides, Chlorella Protothecoides Oil, Helichrysum Stoechas Flower Extract, Cylindrotheca Fusiformis Extract, Niacinamide, Tocopherol, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Adenosine, Helianthus Annuus (Sunflower) Seed Oil, Leuconostoc/Radish Root Ferment Filtrate, Caprylic/Capric Triglyceride, Palmitic Acid, Disodium EDTA, Carbomer, Sodium Lactate, Amodimethicone, Homosalate, Polysorbate 20, Butyl Methoxydibenzoylmethane, 1,2-Hexanediol, Caprylyl Glycol, Octocrylene, Sodium Hydroxide, Phenoxyethanol, Fragrance (Parfum), Limonene, Beta-Carotene (CI 40800).', 'Triple Algae Eye Renewal Balm with Multi-Peptide Complex:', 'Aqua (Water/Eau), Stearic Acid, Isopropyl Isostearate, Dimethicone, Glycerin, Pentylene', 'Glycol, Glyceryl Stearate SE, Cetearyl Alcohol, Butyrospermum Parkii (Shea) Butter, C12-15 Alkyl Benzoate, Limnanthes Alba (Meadowfoam) Seed Oil, Parachlorella Beijerinckii Exopolysaccharides, Corallina Officinalis Extract, Dunaliella Salina Extract, Undaria Pinnatifida Extract, Dipeptide-2, Palmitoyl Tetrapeptide-7, Palmitoyl Hexapeptide-12, Palmitoyl Tripeptide-5, Sodium Hyaluronate, Caffeine, Coffea Arabica (Coffee) Seed Oil, Tribehenin, Ceramide NG, PEG-10 Phytosterol, Tetrahexyldecyl Ascorbate, Aloe Barbadensis Leaf Juice, Tocopheryl Acetate, Bambusa Vulgaris Leaf/Stem Extract, Pisum Sativum (Pea)', 'Extract, Glucosamine HCl, Leuconostoc/Radish Root Ferment Filtrate, Camellia Sinensis Leaf Extract, Cucumis Sativus (Cucumber) Fruit Extract, Dimethicone Crosspolymer, Panthenol, Pantolactone, Caprylyl/Capryl Glucoside, Pfaffia Paniculata Root Extract, Ptychopetalum Olacoides Bark/Stem Extract, Lilium Candidum Flower Extract, Rubus Idaeus (Raspberry) Leaf Extract, Aloe Barbadensis Leaf Juice Powder, Vinyl Dimethicone/Methicone Silsesquioxane Crosspolymer, Phospholipids, Ceteareth-20, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Disodium EDTA, Aminomethyl Propanol, Caprylyl Glycol, Lactic Acid, Ethylhexylglycerin, Hexylene Glycol, Hesperidin Methyl Chalcone, Steareth-20, Citric Acid, Sodium Citrate, Chlorhexidine Digluconate, Phenoxyethanol, Potassium Sorbate, Benzyl Alcohol, Sodium Benzoate.', 'GENIUS Ultimate Anti-Aging Cream:', 'Water (Aqua, Eau), Caprylic/Capric Triglyceride, Hydrogenated Polyisobutene, Glycerin, Chlorella Protothecoides Oil, Dimethicone, Butylene Glycol, Glyceryl Stearate, PEG-100 Stearate, Butyrospermum Parkii (Shea) Butter, Pentylene Glycol, Potassium Cetyl Phosphate, Parachlorella Beijerinckii Exopolysaccharides, Collagen (Vegan), Ceramide NP, Cynara Scolymus (Artichoke) Leaf Extract, Retinyl Palmitate, Astragalus Membranaceus Root Extract, Atractylodes Macrocephala Root Extract, Iris Florentina Root Extract, Bupleurum Falcatum Root Extract, Copper Lysinate/Prolinate, Methylglucoside Phosphate, Stearalkonium Bentonite, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Silica, Caprylyl Glycol, Sodium Hydroxide, Disodium EDTA, Ethylhexylglycerin, Cetyl Alcohol, Propylene Carbonate, Quartz, Phenoxyethanol, Leuconostoc/Radish Root Ferment Filtrate, Chlorphenesin, Fragrance (Parfum), Coumarin.']",88.0,142.0,,0,0,0,0,1,"['Vegan', 'Good for: Loss of firmness', 'Good for: Dark Circles', 'Collagen', 'Hydrating', 'Good for: Anti-Aging']",Skincare,Value & Gift Sets,,0,,,underrated
P442546,Balancing Cleanser,6283,Alpha-H,3612,4.5455,77.0,6.25 oz/ 185 mL,Size,6.25 oz/ 185 mL,,"['Water, Ethylhexyl Palmitate, Aloe Barbadensis (Aloe) Leaf Extract, Sorbitan Stearate, Glyceryl Stearate, C12-15 Alkyl Benzoate, Cetyl Alcohol, Lauryl Glucoside, Phenoxyethanol, Caprylyl Glycol, Tocopheryl Acetate, Citric Acid, Glycerin, Fragrance.']",38.0,,,0,0,1,0,0,"['Best for Dry, Combo, Normal Skin', 'Good for: Redness', 'Good for: Dryness', 'Cruelty-Free', 'Clean at Sephora', 'allure 2021 Best of Beauty Award Winner']",Skincare,Cleansers,Face Wash & Cleansers,0,,,underrated
P480150,Liquid Gold Midnight Reboot Serum with 14% Glycolic Acid and Tripeptide-5,6283,Alpha-H,3928,5.0,16.0,1.69 oz/ 50 mL,Size,1.69 oz/ 50 mL,,"['Aqua (Water), Glycolic Acid, Glycerin, Butylene Glycol, Propanediol, Dicaprylyl Carbonate, Dimethicone, Potassium Hydroxide, Cetyl Alcohol, Hydrolyzed Jojoba Esters, Methyl Gluceth-20, Sodium Polyacryloyldimethyl Taurate, Tocopherol (Vitamin E), Helianthus Annuus (Sunflower) Seed Oil, Dimethyl Isosorbide, Phenoxyethanol, Ferulic Acid, Glyceryl Stearate, Peg-100 Stearate, Ammonium Glycyrrhizate, Hibiscus Sabdariffa Flower Extract, Caprylyl Glycol, Hydroxypinacolone Retinoate, Sodium Hyaluronate, Ubiquinone, Hippophae Rhamnoides (Sea Buckthorn) Fruit Extract, Tasmannia Lanceolata (Pepperberry) Extract, Ethylhexylglycerin, Palmitoyl Tripeptide-5.']",105.0,,,0,0,1,0,0,"['Good for: Dullness/Uneven Texture', 'Good for: Loss of firmness', 'Clean at Sephora', 'Good for: Anti-Aging', 'AHA/Glycolic Acid', 'Cruelty-Free']",Skincare,Treatments,Face Serums,0,,,underrated
P465741,Wild Huckleberry 8-Acid Polishing Peel Mask,6312,alpyn beauty,28060,4.6801,347.0,1.7 oz / 50 mL,Size,1.7 oz / 50 mL,,"['Water, Glycerin, Hydrated Silica, Cetearyl Alcohol, Hydroxypropyl Starch Phospate, Glyceryl Stearate SE, Helianthus Annuus (Sunflower) Seed Oil, Bentonite Clay, Vaccinium Membranaceum (Huckleberry) Extract, Salix Alba (White Willow Bark) Extract Bambusa Arundinacea (Bamboo) Stem Extract, Xanthan Gum, Sodium Stearoyl Lactylate, Titanium Dioxide, Sodium Phytate, Azelaic Acid, Ferulic Acid, Sodium Hyaluronate, Aloe Barbadensis (Aloe Vera) Leaf Juice, Carrageenan, Glucose, Arnica Montana (Arnica) Flower Extract, Simmondsia Chinensis (Jojoba) Seed Wax, Borago Officinalis (Borage) Flower Extract, Calendula Officinalis (Calendula) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Salvia Officinalis (Sage) Leaf Extract, Eclipta Prostrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Pyrus Malus (Apple) Fruit Extract, Lactobacillus/Pumpkin Ferment Extract, Dehyroacetic Acid (DHA), Benzyl Alcohol, Menthyl Lactate, Lactobacillus/Capsicum Frutescens Fruit Ferment Extract, Potassium Sorbate, Lactic Acid, Glycolic Acid, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Citric Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Tartaric Acid (DL-), Malic Acid, Decyl Glucoside, Lauryl Glucoside, Vaccinium Angustifolium (Blueberry) Fruit Extract, Caprylic/Capric Triglyceride, Citrus Aurantium Dulcis (Orange) Peel Extract, Vanilla Planifolia Fruit Extract, Rosa Damascena Extract, Rubus Idaeus (Raspberry) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract, Cinnamomum Camphora Linalooliferum Wood Extract, Alcohol, Vitis Vinifera (Grape) Fruit Cell Extract, Isomalt, Lecithin, Vaccinium Corymbosum (Blueberry) Seed Powder.']",56.0,,,0,0,0,0,0,"['Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes', 'Salicylic Acid', 'Best for Oily, Combo, Normal Skin']",Skincare,Masks,Face Masks,1,23.0,23.0,worth_it
P505338,Pore Perfecting Liquid Exfoliator with 2% BHA + Borage,6312,alpyn beauty,654,4.9231,91.0,4 oz / 118 mL,Size,4 oz / 118 mL,,"['Water/Aqua/Eau, Propanediol, Salicylic Acid, Polyglyceryl-4 Caprate, Polyglyceryl-6 Caprylate, Borago Officinalis (Borage) Flower Extract, Aloe Barbadensis Leaf Juice, Benzyl Alcohol, Helianthus Annuus (Sunflower) Seed Oil, Tocopherol, Glycerin, Sodium Hydroxide, Ascorbic Acid,  Ethylhexylglycerin, Potassium Sorbate, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Phytic Acid, Gardenia Florida Fruit Extract, Maltodextrin, Simmondsia Chinensis (Jojoba) Seed Oil, Squalane, Hydrolyzed Sodium Hyaluronate, Moringa Oleifera Seed Oil, Niacinamide, Phyllostachys Bambusoides Extract, Sclerocarya Birrea (Marula) Kernel Oil, Sodium Hyaluronate, Tremella Fuciformis Sporocarp (Mushroom) Extract, Rosa Damascena Flower Water, Pyrus Malus (Apple) Fruit Extract, Prunus Virginiana (Chokecherry) Extract, Beta Sitosterol, Hamamelis Virginiana (Witch Hazel) Leaf Extract, Sodium Benzoate, Medicago Sativa (Alfalfa) Extract, Acetyl Hexapeptide-8, Centella Asiatica Extract, Vegetable Collagen, Potassium Sorbate, Sorbic Acid, Leuconostoc/Radish Root Ferment Filtrate, Citric Acid.']",39.0,,,0,1,0,0,0,"['Clean + Planet Positive', 'Good for: Pores', 'Good for: Acne/Blemishes', 'Salicylic Acid', 'Best for Oily, Combo, Normal Skin', 'Cruelty-Free']",Skincare,Cleansers,Exfoliators,0,,,underrated
P483644,Mini Wild Huckleberry 8-Acid Polishing Peel Mask,6312,alpyn beauty,3822,4.85,20.0,0.5 oz / 15 mL,Size,0.5 oz / 15 mL,,"['Water, Glycerin, Hydrated Silica, Cetearyl Alcohol, Hydroxypropyl Starch Phospate, Glyceryl Stearate SE, Helianthus Annuus (Sunflower) Seed Oil, Bentonite Clay, Vaccinium Membranaceum (Huckleberry) Extract, Salix Alba (White Willow Bark) Extract Bambusa Arundinacea (Bamboo) Stem Extract, Xanthan Gum, Sodium Stearoyl Lactylate, Titanium Dioxide, Sodium Phytate, Azelaic Acid, Ferulic Acid, Sodium Hyaluronate, Aloe Barbadensis (Aloe Vera) Leaf Juice, Carrageenan, Glucose, Arnica Montana (Arnica) Flower Extract, Simmondsia Chinensis (Jojoba) Seed Wax, Borago Officinalis (Borage) Flower Extract, Calendula Officinalis (Calendula) Flower Extract, Chamomilla Recutita (Matricaria) Flower Extract, Salvia Officinalis (Sage) Leaf Extract, Eclipta Prostrata Extract, Melia Azadirachta Leaf Extract, Moringa Oleifera Seed Oil, Pyrus Malus (Apple) Fruit Extract, Lactobacillus/Pumpkin Ferment Extract, Dehyroacetic Acid (DHA), Benzyl Alcohol, Menthyl Lactate, Lactobacillus/Capsicum Frutescens Fruit Ferment Extract, Potassium Sorbate, Lactic Acid, Glycolic Acid, Vaccinium Myrtillus Fruit Extract, Saccharum Officinarum (Sugarcane) Extract, Citric Acid, Citrus Aurantium Dulcis (Orange) Fruit Extract, Citrus Limon (Lemon) Fruit Extract, Acer Saccharum (Sugar Maple) Extract, Tartaric Acid (DL-), Malic Acid, Decyl Glucoside, Lauryl Glucoside, Vaccinium Angustifolium (Blueberry) Fruit Extract, Caprylic/Capric Triglyceride, Citrus Aurantium Dulcis (Orange) Peel Extract, Vanilla Planifolia Fruit Extract, Rosa Damascena Extract, Rubus Idaeus (Raspberry) Fruit Extract, Musa Sapientum (Banana) Fruit Extract, Citrus Aurantium Amara (Bitter Orange) Leaf/Twig Extract, Cinnamomum Camphora Linalooliferum Wood Extract, Alcohol, Vitis Vinifera (Grape) Fruit Cell Extract, Isomalt, Lecithin, Vaccinium Corymbosum (Blueberry) Seed Powder.']",23.0,,,0,0,0,0,1,"['Good for: Dullness/Uneven Texture', 'Clean + Planet Positive', 'AHA/Glycolic Acid', 'Good for: Acne/Blemishes', 'Salicylic Acid', 'Best for Oily, Combo, Normal Skin']",Mini Size,Skincare,,0,,,underrated
P378716,CAVIAR Anti-Aging Replenishing Moisture CC Cream,5998,ALTERNA Haircare,65896,4.0232,1721.0,3.4 oz/ 100 mL,Size,3.4 oz/ 100 mL,,"['Water, Cetearyl Alcohol , Cyclopentasiloxane, Dimethicone, Cyclohexasiloxane, Propanediol, Glycerin, Panthenol, Polyquaternium-55, Behentrimonium Chloride, Algae Extract, Caviar Extract, Tocopheryl Acetate, Polysilicone-15, Ascorbic Acid, Phospholipids, Helianthus Annuus (Sunflower) Seed Oil, Chamomilla Recutita (Matricaria) Extract, Honey Extract (Mel Extract), Citrus Limon (Lemon) Peel Extract, Superoxide Dismutase, Polyquaternium-11, Polyimide-1, Saccharomyces/Magnesium Ferment, Saccharomyces/Copper Ferment, Saccharomyces/Silicon Ferment, Saccharomyces/Zinc Ferment, Saccharomyces/Iron Ferment, Butylene Glycol, Amodimethicone, C11-15 Pareth-7, Laureth-9, Trideceth-12, Isopropyl Alcohol, PEG-4 Laurate, PEG-4 Dilaurate, Caprylyl Glycol, PEG-4, Alcohol Denat., Disodium EDTA, Citric Acid, Iodopropynyl Butylcarbamate, Phenoxyethanol, Potassium Sorbate, Fragrance.']",30.0,,,1,0,0,0,0,"['All Hair Types', 'Good for: Dryness', 'UV Protection', 'Without Parabens', 'Without Sulfates SLS & SLES', 'Increases Shine']",Hair,Hair Styling & Treatments,Hair Styling Products,1,44.0,44.0,overrated
